gene,PanCancer_Core_Fitness,bagel_essential_curated,Ribosomal_Proteins,DNA_replication,RNA_polymerase,Proteasome,Spliceosome,Histones
CDC23,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDX10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PAM16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RPS16,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
RTFDC1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRAPPC8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ANAPC4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ATP6V0C,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EIF2B3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ESPL1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FBXO5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PSMC4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RPF2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RPL35A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WBSCR22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CENPN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDX54,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HCFC1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HEATR1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LCE1E,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHAX,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
POLR3F,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
UBTF,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
YBX1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ALG11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ANAPC10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CPSF2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EIF2S3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
INTS4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MARS,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NUS1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PSMA4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
RBM25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
VPS25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CDK11A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PFDN2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RBM17,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RPL36A,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
SACM1L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRMT112,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TUBGCP4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WEE1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ACTR10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ATP6V1B2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CCT5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DAD1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DHX37,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MPHOSPH10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NPLOC4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NSL1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PRC1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RBM14,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RPL23A,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
SS18L2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TSG101,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TTC27,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
UBA1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
VPS28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ATP6V1E1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BUB3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CENPW,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EIF2B5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EIF4E,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HAUS3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KIN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
POLA2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
POLR2K,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PRPF38B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PSMB6,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PSMC1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWP2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RACGAP1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RSL1D1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SAP30BP,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SNRNP70,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
SNRPB,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
TNPO3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WARS,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ACTR2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EIF2S2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NAA50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RSL24D1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SCFD1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
U2SURP,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WDR75,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AARS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ARCN1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ARL2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CENPC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CTCF,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ERCC3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FCF1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GTF2E2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ISCU,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KRTAP4-11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KRTAP5-6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NOP58,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PDCD7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SKIV2L2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CBWD1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CCT2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DBR1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ECD,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FARSA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GPN2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GTF2A2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IMP3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KANSL2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NAA38,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PSMD11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RAD51,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RFC5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RNGTT,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SART3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SEC13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SEC61G,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SF3B4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
SNRNP27,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CDC6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EIF5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HIST1H2BN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
HMGCS1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MCM5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
MCM7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
NIP7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PGAM4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
POLR1C,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
POLR2I,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PSMD1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
RPL22,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
RPLP2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SNAPC1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TCEB1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
USPL1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ATP2A2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BRF1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
C21orf59,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COPS8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DHFRL1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GRPEL1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MED27,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NDC80,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NUP214,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PISD,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RHEB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RNF113A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
THOC5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ALG1L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ALYREF,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
C9orf114,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DHX8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
GINS4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KRTAP5-10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KRTAP9-4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MED4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NRF1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SF3B2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
TOP1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BANF1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BUD31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EXOSC3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GSPT1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GTF2E1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
POLR1B,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PRPF40A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PSMB5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RABGGTB,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RCL1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RIOK2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TUBGCP3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AAMP,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ATP6V1A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EEF1A1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HINFP,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MED30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NRDE2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PKMYT1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TCP1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MAT2A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NOP16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NVL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PSMB1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RCC1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RFC4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
SYMPK,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TFIP11,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
THOC3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CENPE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NAT10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TUBA1B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BCAS2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
CHMP6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HAUS1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MED20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MEPCE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NOL10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
POLD3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PRIM1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RIOK1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SSRP1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
UTP15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ARIH1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MZT1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCAPG,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHF5A,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
TUBG1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSTF3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HNRNPC,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
MCM6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PSMD2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
UTP20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DTYMK,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EIF1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HIST1H2BJ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
INCENP,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LAS1L,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NUBP1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NUP155,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PPP1CB,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RPS2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CDC37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DONSON,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EXOSC9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SRBD1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TONSL,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHAF1A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDX20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GBF1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NMD3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PLRG1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
POLE2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
PSMD13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SFPQ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SNAPC3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SUPT5H,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
UPF1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WDR12,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ACTL6A,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GPKOW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HAUS7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LOC729574,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NKAP,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORAOV1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
POLD2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
POLE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PRPF4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SMC1A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
URI1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WDR82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
YAE1D1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AHCTF1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CACTIN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CBWD3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DYNLRB1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRAPPC2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TUBB,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZCCHC9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ANAPC5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GGTLC2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HAUS6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LCE1A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NOP56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORC1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PCBP1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PES1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TBC1D3F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TOP3A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WDR3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CCNA2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM103A1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PRPF31,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RPP38,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RRP9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TIMELESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
XRCC5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ABCB7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ANAPC2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ATP6V1D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CLNS1A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
INTS2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NOL6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
UXT,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BRIX1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PCID2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PMF1-BGLAP,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PRAMEF6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RNPS1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SBDS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TANGO6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TOMM40,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TTC1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
YKT6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CDK7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHERP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DKC1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EXOSC7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HIST2H3D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
MYC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HIST1H2AM,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
KCMF1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LCE1F,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MMS22L,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PABPN1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
